0.000000000000000000e+00,6.266666650772094727e-01,8.700000047683715820e-01
1.000000000000000000e+00,9.079999923706054688e-01,9.279999732971191406e-01
2.000000000000000000e+00,9.459999799728393555e-01,9.380000233650207520e-01
3.000000000000000000e+00,9.713333249092102051e-01,9.419999718666076660e-01
4.000000000000000000e+00,9.733333587646484375e-01,9.700000286102294922e-01
5.000000000000000000e+00,9.819999933242797852e-01,9.599999785423278809e-01
6.000000000000000000e+00,9.833333492279052734e-01,9.599999785423278809e-01
7.000000000000000000e+00,9.866666793823242188e-01,9.639999866485595703e-01
8.000000000000000000e+00,9.933333396911621094e-01,9.679999947547912598e-01
9.000000000000000000e+00,9.973333477973937988e-01,9.660000205039978027e-01
1.000000000000000000e+01,9.986666440963745117e-01,9.700000286102294922e-01
1.100000000000000000e+01,9.986666440963745117e-01,9.700000286102294922e-01
1.200000000000000000e+01,9.993333220481872559e-01,9.720000028610229492e-01
1.300000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
1.400000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
1.500000000000000000e+01,1.000000000000000000e+00,9.700000286102294922e-01
1.600000000000000000e+01,1.000000000000000000e+00,9.739999771118164062e-01
1.700000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
1.800000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
1.900000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
2.000000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
2.100000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
2.200000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
2.300000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
2.400000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
2.500000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
2.600000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
2.700000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
2.800000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
2.900000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
3.000000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
3.100000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
3.200000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
3.300000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
3.400000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
3.500000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
3.600000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
3.700000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
3.800000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
3.900000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
4.000000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
4.100000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
4.200000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
4.300000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
4.400000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
4.500000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
4.600000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
4.700000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
4.800000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
4.900000000000000000e+01,1.000000000000000000e+00,9.720000028610229492e-01
